comparison_group,reward_mode,sentiment_variant,differential_sharpe_eta,seed_count,test_cumulative_return_mean,test_cumulative_return_std,test_annualized_return_mean,test_annualized_return_std,test_annualized_volatility_mean,test_annualized_volatility_std,test_sharpe_ratio_mean,test_sharpe_ratio_std,test_max_drawdown_mean,test_max_drawdown_std
sharpe_decay,sharpe,decay,0.001,1,0.0012940165765176204,0.0,0.028631001939650735,0.0,0.23517694027556713,0.0,0.12174238641808391,0.0,-0.2920742414533044,0.0
sharpe_decay,sharpe,decay,0.005,1,0.09249298588819244,0.0,0.07668727794279784,0.0,0.24202147398801455,0.0,0.3168614614197233,0.0,-0.2419010795549642,0.0
sharpe_decay,sharpe,decay,0.01,1,0.16508161550681533,0.0,0.10723740442120411,0.0,0.22315770143486258,0.0,0.48054538889622683,0.0,-0.3070884271476383,0.0
sharpe_none,sharpe,none,0.001,1,0.3855950189694297,0.0,0.2072888190284008,0.0,0.21822872485362146,0.0,0.9498695424602848,0.0,-0.22733103215187112,0.0
sharpe_none,sharpe,none,0.005,1,0.6358481819901198,0.0,0.3189217047263535,0.0,0.2388402830466797,0.0,1.3352927766545246,0.0,-0.13349253082241086,0.0
sharpe_none,sharpe,none,0.01,1,0.19585952683229935,0.0,0.1263074489466105,0.0,0.2397272690766722,0.0,0.5268797723058092,0.0,-0.21671523914666968,0.0
sharpe_sparse,sharpe,sparse,0.001,1,0.12650526652021687,0.0,0.09822900790513223,0.0,0.25900008272746616,0.0,0.37926245764366834,0.0,-0.30841946460459724,0.0
sharpe_sparse,sharpe,sparse,0.005,1,0.1500563446330645,0.0,0.11245540127848686,0.0,0.26889383898626,0.0,0.41821486763121085,0.0,-0.25130903473807364,0.0
sharpe_sparse,sharpe,sparse,0.01,1,-0.1335811882210317,0.0,-0.04761958958192836,0.0,0.2176052545691878,0.0,-0.21883474126672645,0.0,-0.2122694255207691,0.0
